title,description,category,subCategory,url,isPaid,price,avgRating,numSubscribers
Recruitment Interviewing Made Easy: Interview like a pro,"Start hiring confidently, interview skilfully & make recruitment decisions professionally. Avoid costly hiring mistakes.",Business,Human Resources,/recruitment-and-selection-interviewing/,true,"₹7,040",4.01667,1544
Adobe Illustrator for Zombies (and beginners too),Learning Illustrator shouldn't be this much fun. Join us as we teach a zombie Adobe Illustrator.,Design,Design Tools,/teaching-zombies-adobe-illustrator/,true,"₹2,560",4.78947,887
Oracle Database 12c RAC Administration,"An extensive course of 58 lectures, 18 hours of video-based sessions on all about managing Oracle 12c RAC databases",IT & Software,Other,/oracle-database-12c-rac-administration/,true,"₹12,800",4.58088,805
Risk Management for PMI Certification,Get Ready for PMI Risk Management Professional Certification Exam,Business,Project Management,/risk-management-for-pmi-certification/,true,"₹9,600",3.9375,2587
Agile PM 102 - What Is The Future of  Agile Project Mgmt?,Learn how to develop yourself into a high impact Agile Project Management role and reinvigorate your career!,Business,Project Management,/what-is-the-future-of-project-management-course-2-of-7/,true,"₹3,200",4.36719,1222
Microsoft Dynamics CRM Customisation & Config,The complete guid to learning how to build & customise Dynamics CRM,Business,Other,/microsoft-dynamics-crm-customisation-config/,true,"₹6,080",3.90909,1690
Complete Web Development Course + Building 5 Websites!,Only Course you need to learn Complete Web Development. 24 Hours+ Content. We will create 5 websites from Scratch!,Development,Web Development,/creating-5-web-development-projects-in-html5-and-css3/,true,"₹12,800",4.40909,11619
Unity Multiplayer 2017 -Build Online Shooter - code included,All in one guide to take any Unity games into multiplayer. This is the easiest way to understand and use multiplayer,Development,Game Development,/unity-multiplayer-make-a-shooter-game-code-included/,true,"₹12,800",3.77273,60276
Access to Excel- Instant Excel Reports & Excel Pivot Tables,Learn to export  perfectly formatted reports from Access to Excel without programming!  Finish course in  just 2 HOURS!,Office Productivity,Microsoft,/export-access-to-excel/,true,"₹12,800",4.58824,2809
Dog Training - How to Work With Aggressive Dogs.,A start to finish view into the rehabilitation of four aggressive dogs.,Lifestyle,Pet Care & Training,/dog-training-how-to-work-with-aggressive-dogs/,true,"₹8,960",4.5,1292
Learn the Foundations of Blender,"Learn to use Blender and start Modeling, Texturing, Lighting, and Rendering your own amazing 3D scenes",Design,3D & Animation,/learn-the-foundations-of-blender/,true,"₹2,560",4.57955,1043
HTML5 Essentials for Beginners,Discover the essentials of HTML5 during this 1 hour crash course.,Development,Web Development,/html5-essentials-for-beginners/,true,"₹4,800",4.05,10251
"Learn PHP, MySQL, Object-Oriented Programming - 5 Projects","Build a secure login script, learn object-oriented programming, submit forms to MySQL and more.",Development,Web Development,/beginners-guide-to-php/,true,"₹6,400",4.15,1080
How to Make Professional Looking Cooking Videos,"Make cooking videos that are so good your audience can't wait for your next video, even without a film crew",Business,Media,/how-to-make-cooking-videos/,true,"₹3,200",4.15,1358
Microsoft Excel Logic Theory and If Functions (Intermediate),Learn the beauty of Logic Functions so that Excel does the hard work of sorting your data for you!,Office Productivity,Microsoft,/excel-logic/,true,"₹1,280",4.05,13568
Amazon s3 Mastery - THE How-To' Guides For Amazon S3,*UPDATED 2018* Amazon S3 & AWS are Easy Once You Know How. Follow My Step-By-Step Guides & Master Amazon S3 Quickly.,Development,Web Development,/amazon-s3-mastery/,true,"₹6,080",4.58333,2442
Essentials : Learning & Recall anything at Warp Speed! Today,The most useful Neuroplasticity techniques to learning FAST - Learn to speed up your learning and recall now,Personal Development,Memory & Study Skills,/essentials-speed-reading-memory-study-skills-warpspeed-learning-nlp/,true,"₹12,480",4.03846,1991
3D House Design Mastery in Blender 3D - Graphics & Design,Design & 3D model with Blender - Architectural design - 3D Graphics - Full project in Blender,Design,Architectural Design,/house-design-in-blender/,true,"₹12,800",4.20732,2127
Build Your Own RealTime OS (RTOS) From Ground Up™ on ARM,Build Your Own RealTime Operating Systems from first principles . Practice on STM32 and TIVA C boards,IT & Software,Hardware,/rtos-building-from-ground-up-on-arm-processors/,true,"₹8,320",4.26154,2174
Fundamentals of the OpenStack Cloud with Hands-on Labs,"Deploy a multinode OpenStack cluster on your Mac, Windows or Linux system and master it by doing hands-on labs",IT & Software,Other,/deep-dive-the-openstack-cloud/,true,"₹12,800",4.37,1575
The Complete Guide To Branding For Small Businesses,Branding Masterclass : Learn The 5 Steps To Building Your Unique Brand From Ground Up.,Marketing,Branding,/fundamental-of-branding-for-small-business/,true,"₹12,800",4.12963,2628
Angular 2 Master Class with Alejandro Rangel,Get all the knowledge required and become an Angular 2 ninja.  Build many applications following the live Master Class,Development,Web Development,/angular-2-master-class-with-alejandro-rangel/,true,"₹1,920",4.1,4158
PHP: Ultimate guide to PHP for everyone,PHP : Learn PHP from complete basic level. Complete training of core PHP for newbies - Beginner level course,Development,Web Development,/basic-php/,true,"₹7,360",4.36047,19818
Feature Selection for Machine Learning,From beginner to advanced,IT & Software,Other,/feature-selection-for-machine-learning/,true,"₹12,800",4.62195,1679
Project Management: Deliver on Time + Scrum Project Delivery,Learn how to Meet Deadlines Consistently with Project Management Essentials using Scrum for Continuous Delivery On Time,Business,Project Management,/agile-project-management-scrum/,true,"₹12,480",4.125,14420
Practical Knowledge Modelling,Capture knowledge through graphical and formal ontology techniques,IT & Software,Other,/practical-knowledge-modelling/,true,"₹9,280",4.35556,1109
Work From Home Jobs: Top 10 Best Freelance Jobs!,Discover the top 10 best work from home jobs. Freelance hourly or project based pay. All you need is a computer!,Business,Home Business,/top-10-work-from-home-jobs/,true,"₹6,400",4.52632,5500
Make The Right Video: Land the clients that pay top dollar,Learn the secrets of agencies and high-end production studios - How you can consistently land high paying clients.,Photography,Video Design,/maketherightvideo/,true,"₹12,800",4.47059,3853
Learn PSD to Responsive Parallax HTML/CSS Web Design,"Learn how to convert PSD to Responsive Parallax HTML with CSS animation , PHP Ajax Contact Form, Hover Effects etc..",Design,Web Design,/psd-to-responsive-html/,true,"₹12,800",4.25,2199
The Pen and Ink Experience,An Exploration Of Drawing With Ink,Lifestyle,Arts & Crafts,/the-pen-and-ink-experience/,true,"₹1,280",4.36364,1970
Leadership: Foundational Training for First Time Managers,Be ready to transition into management and gain the skills of an effective leader for your team. We are PDU Accredited.,Business,Management,/leadership-ultimate-training-for-first-time-managers/,true,"₹12,800",4.15,2594
CRUSH IT !!! – Sales Strategies,Discover a step by step sales process you can drop into your business to re-connect with lost prospects. Close Sales Now,Business,Sales,/crush-it-sales-strategies-to-follow-up-re-connect/,true,"₹12,800",4.2,11816
Web Hosting Introduction: How to Publish Your Website Online,"Introductory course on web hosting, domain registration, and how you can easily publish and edit your website online.",Development,Web Development,/web-hosting-introduction/,true,"₹1,280",4.4,8497
Master Shopify - Create a Shopify Store in 1 Hour,Shopify for Beginners: Create a Shopify Store in 1 hour. No Shopify Experience Required!,Development,E-Commerce,/master-shopify-create-a-shopify-ecommerce-store-in-1-hour/,true,"₹1,920",4.61538,4392
Virtual Transaction Coordinator for Real Estate Agents,"Build a Team, Delegate Tasks, Monitor Results Remotely & Deliver Extraordinary Service to Clients by Using GoogleDocs",Business,Real Estate,/trans-trac-system/,true,"₹1,920",4.02632,2174
"Adobe XD UI/UX Design, prototype, and handoff from scratch",Learn how to design and prototype apps and webpages using Adobe XD,Design,User Experience,/learn-adobe-xd-ux-designing-and-prototyping-from-scratch/,true,"₹5,120",4.46875,2039
SAP Simple Finance Course,A complete SAP Simple Finance Training with configuration and more. Learn SAP Simple Finance in step by step instruction,IT & Software,Other,/sap-simple-finance/,true,"₹3,200",3.25,1072
12 (All) English tenses with examples,Start learning the different English tenses today!,Teaching & Academics,Language,/12-all-english-tenses-in-12-days/,true,"₹1,280",4.30952,5506
Learn to be a Financial Analyst,"Master the skills you need to get a job as a financial analyst: forecasting, budgets, variance analysis and more",Personal Development,Career Development,/learn-to-be-a-financial-analyst/,true,"₹1,600",4.27083,806
Complete web development bootcamp. From beginner to EXPERT!,"Learn HTML, HTML5, CSS, CSS3, Bootstrap, JavaScript, jQuery, SQL,PHP,Blog, YouTube, Mailchimp, WordPress & Web Hosting",Development,Web Development,/web-developer/,true,"₹12,800",4.85227,5064
"Winning Communication Skills for Telephone, Conference Calls",Improve Communication Skills - Use the Telephone Effectively! Avoid Phone Etiquette Blunders that Annoy,Business,Communications,/telephone-conference-calls-workplace-communication-skills/,true,"₹9,600",4.25735,7459
CCIE Routing & Switching Version 5.0 - BGP,The best way to prepare for CCIE Routing and Switching Version 5 certification.,IT & Software,Network & Security,/cciersv5-bgp/,true,"₹6,400",4.62903,1248
ODI 11g Hands On Tutorials,Oracle Data Integrator 11g Video Tutorials,Development,Databases,/odi11gvideos/,true,"₹3,200",3.64286,1174
Be a Game Maker with GameMaker Studio 2,Make 2 Complete Games with the Free Version of GameMaker Studio 2,Development,Game Development,/be-a-game-maker-with-gamemaker-studio-2/,true,"₹7,680",4.63,1112
How a Building is Designed and Built - Part 1 of 6,"Building Construction Overview, Site Utilities, Earthwork and Foundation Systems",Business,Real Estate,/how-a-building-is-designed-and-built-part-1/,true,"₹9,600",4.67521,969
Isla Verde Spa Lomi Lomi Massage Course (Fully Accredited),Lomi Lomi Massage- an incredible massage style from Hawaii and is one of the most relaxing forms of massage in the World,Health & Fitness,General Health,/isla-verde-spa-lomi-lomi-hawaiian-massage-course/,true,"₹12,480",4.75,1395
Beginner Professional Java - Learn to Code for Work and Fun,"Learn to code from no prior experience. Train for a career in software, or learn how to teach coding.",Development,Programming Languages,/beginner-pro-java/,true,"₹6,400",4.46154,1435
The Ultimate Shopify Dropshipping Facebook Ads Course,Starting Your eCommerce Store From Scratch And Taking It To The MAX! Discover All The Insider Facebook Tips And Tricks.,Development,E-Commerce,/the-ultimate-shopify-dropshipping-facebook-ads-course/,true,"₹8,960",4.1,2990
Website Hacking in Practice: Hands-on Course 101,This Ethical Hacking training is dedicated to programmers and website administrators. Website security unleashed.,IT & Software,Network & Security,/website-hacking-in-practice/,true,"₹6,400",4.75352,6786
Complete php mysql course - Learn php mysql and php oop,"Php mysql complete guide learn php mysql to create calculator, currency converter & online voting system using php mysql",Development,Web Development,/php-mysqli-tutorials/,true,"₹12,800",4.42308,9415
